,Escola,sexo,idade,endereco,tamfamilia,paisjuntos,EducacaoMae,EducacaoPai,TrabMae,TrabPai,razoes,responsavel,deslocamento,TempoDeEstudo,reprovacoes,ApoioEscolar,ApoioFamiliar,AulasParticulares,AtividadeExtra,Creche,Graduacao,internet,namoro,relacionamentoFamiliar,TempoLivre,PasseiosComAmigos,ConsumoT,ConsumoFS,saude,faltas,nota1,nota2,Nota Final
416,Escola1,M,17,U,LE3,A,3,2,outro,outro,reputacao,mae,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,2,5,10,16,18,18
417,Escola1,F,18,U,GT3,T,3,2,em_casa,outro,reputacao,pai,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,3,4,1,2,2,5,14,17,17
418,Escola1,M,18,R,GT3,T,2,3,outro,servicos,reputacao,pai,1,1,0,no,no,no,no,yes,yes,yes,no,3,1,3,4,5,4,13,13,14,14
419,Escola1,M,19,U,GT3,T,2,1,outro,outro,reputacao,mae,1,1,0,no,no,no,no,yes,yes,yes,no,5,3,4,1,4,4,10,7,11,11
420,Escola1,F,18,U,LE3,A,2,2,servicos,outro,reputacao,mae,2,2,0,no,yes,no,no,yes,yes,yes,no,4,1,4,1,3,4,10,14,17,17
421,Escola1,F,20,U,GT3,T,1,0,outro,outro,reputacao,mae,2,1,1,yes,no,no,no,yes,yes,yes,yes,5,3,1,1,1,5,5,8,10,10
422,Escola1,F,18,U,GT3,T,3,2,servicos,outro,proximidade,mae,1,2,0,no,yes,no,yes,no,yes,yes,yes,3,1,2,1,2,1,4,10,13,13
423,Escola2,F,16,U,GT3,T,1,3,em_casa,outro,outro,pai,2,1,0,no,yes,no,no,yes,no,yes,yes,4,3,3,1,3,5,11,10,11,11
424,Escola2,F,16,R,GT3,T,2,2,outro,outro,curso preferido,mae,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,1,5,0,12,12,12
425,Escola2,F,15,R,GT3,T,1,1,em_casa,servicos,outro,mae,1,1,1,no,yes,no,no,yes,yes,no,yes,4,1,3,1,1,2,6,10,10,10
426,Escola2,F,15,R,GT3,T,3,3,em_casa,outro,curso preferido,mae,2,1,0,no,yes,no,no,yes,yes,yes,no,5,4,4,2,3,5,4,10,10,11
427,Escola2,F,16,R,GT3,T,2,3,em_casa,servicos,curso preferido,mae,2,2,0,no,no,no,no,yes,yes,no,no,4,5,2,1,2,5,0,16,17,17
428,Escola2,F,15,R,LE3,T,2,1,em_casa,outro,proximidade,mae,2,1,0,no,no,no,no,yes,no,no,no,1,3,4,1,1,1,0,6,8,9
429,Escola2,M,16,R,LE3,A,4,4,em_casa,outro,proximidade,mae,1,2,0,no,yes,no,no,yes,yes,no,no,5,3,2,1,3,2,5,10,11,11
430,Escola2,M,16,U,GT3,A,1,2,outro,outro,outro,mae,1,3,0,yes,no,no,no,yes,yes,yes,no,4,4,3,1,1,5,0,10,11,11
431,Escola2,F,17,R,GT3,T,3,2,em_casa,outro,curso preferido,pai,1,2,1,no,no,no,no,yes,yes,no,yes,4,5,4,1,2,5,0,10,10,10
432,Escola2,F,17,R,GT3,T,1,1,outro,outro,outro,pai,1,1,1,no,yes,no,no,no,no,yes,no,5,4,4,2,2,5,0,6,6,7
433,Escola2,F,15,R,GT3,T,4,4,professor,outro,curso preferido,mae,2,1,0,no,no,no,no,yes,yes,yes,yes,1,5,1,3,5,5,0,13,14,14
434,Escola2,F,16,U,LE3,A,2,2,em_casa,outro,reputacao,mae,2,4,0,no,no,no,yes,no,no,no,yes,1,2,1,1,1,1,4,10,9,11
435,Escola2,F,15,R,LE3,T,1,1,em_casa,servicos,reputacao,pai,2,2,0,no,yes,no,no,yes,yes,yes,no,5,4,3,1,2,4,0,10,10,10
436,Escola2,F,15,R,LE3,T,1,1,outro,servicos,curso preferido,mae,2,1,1,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,2,2,4,6,7,8
437,Escola2,F,16,R,GT3,T,0,2,outro,outro,outro,mae,2,1,0,no,yes,no,yes,yes,yes,no,no,3,2,3,1,2,2,0,12,11,12
438,Escola2,F,17,R,GT3,T,2,3,outro,outro,curso preferido,mae,2,1,0,no,yes,no,no,yes,yes,yes,no,5,5,5,1,3,3,2,10,11,12
439,Escola2,F,15,R,GT3,T,3,3,outro,servicos,curso preferido,pai,2,1,0,no,no,no,no,no,yes,yes,no,4,1,3,1,1,4,0,14,16,16
440,Escola2,M,16,U,GT3,T,1,1,em_casa,servicos,proximidade,mae,2,2,0,no,yes,no,yes,yes,yes,no,yes,5,4,5,4,5,3,0,7,0,0
441,Escola2,M,17,U,GT3,T,1,1,outro,outro,proximidade,mae,1,2,0,no,no,yes,no,no,yes,yes,no,4,4,3,2,4,5,4,8,9,9
442,Escola2,M,15,R,LE3,T,4,1,saude,servicos,reputacao,pai,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,2,2,0,12,13,14
443,Escola2,M,15,R,LE3,T,4,1,saude,servicos,reputacao,pai,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,2,2,7,7,9,8
444,Escola2,M,16,R,GT3,T,3,4,outro,saude,outro,mae,3,2,0,no,no,no,no,no,yes,no,no,3,4,5,1,2,5,4,9,10,11
445,Escola2,M,15,R,GT3,T,1,1,outro,outro,curso preferido,mae,4,2,0,no,yes,no,yes,yes,yes,no,yes,5,4,5,2,4,4,8,7,9,9
446,Escola2,M,15,U,LE3,T,3,3,em_casa,em_casa,reputacao,pai,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,0,11,11,11
447,Escola2,M,17,R,GT3,T,2,1,outro,outro,outro,mae,3,1,0,no,no,no,yes,yes,no,no,yes,5,5,5,5,5,3,8,8,10,9
448,Escola2,F,16,R,GT3,T,4,4,professor,professor,curso preferido,mae,2,3,0,no,no,no,yes,yes,yes,yes,yes,4,2,2,1,1,4,6,16,16,17
449,Escola2,F,15,R,GT3,T,1,2,outro,servicos,curso preferido,mae,2,1,0,no,no,no,no,yes,yes,no,no,5,1,2,1,1,1,3,11,13,13
450,Escola2,F,16,R,GT3,T,2,3,outro,servicos,curso preferido,mae,3,2,0,no,yes,no,no,yes,yes,yes,no,4,5,4,1,2,1,2,15,15,15
451,Escola2,M,16,R,GT3,T,1,2,outro,outro,curso preferido,pai,2,2,0,no,no,no,no,yes,yes,no,no,4,3,3,1,1,5,0,10,11,11
452,Escola2,F,16,R,GT3,T,2,2,outro,outro,curso preferido,mae,3,2,0,no,yes,no,no,yes,yes,yes,no,4,4,5,1,1,4,4,9,10,11
453,Escola2,F,16,U,GT3,T,1,2,outro,servicos,curso preferido,mae,1,3,1,no,yes,no,no,yes,yes,no,no,1,3,2,1,2,4,0,10,8,8
454,Escola2,F,16,U,GT3,T,1,2,outro,servicos,curso preferido,mae,1,3,1,no,yes,no,no,yes,yes,no,no,1,3,2,1,2,4,3,9,8,8
455,Escola2,F,15,U,GT3,T,2,1,em_casa,outro,proximidade,mae,1,2,0,yes,yes,no,no,no,yes,yes,no,4,4,2,3,3,2,0,9,10,9
456,Escola2,F,16,U,GT3,T,1,1,em_casa,outro,curso preferido,pai,1,2,0,no,yes,no,no,no,yes,no,yes,5,4,3,2,1,2,0,13,14,15
457,Escola2,M,17,R,LE3,T,1,2,em_casa,servicos,reputacao,mae,1,1,0,no,yes,no,yes,yes,yes,yes,no,5,5,5,5,5,3,4,10,11,11
458,Escola2,F,16,R,GT3,T,1,1,outro,outro,proximidade,pai,4,4,0,no,yes,no,no,no,yes,yes,no,4,3,2,1,1,1,0,13,10,13
459,Escola2,F,16,R,GT3,T,1,1,em_casa,outro,outro,pai,4,3,0,yes,yes,no,no,yes,yes,no,no,4,4,3,1,1,5,2,10,9,10
460,Escola2,F,15,R,GT3,T,1,1,em_casa,outro,proximidade,pai,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,2,1,11,10,11
461,Escola2,F,16,R,GT3,T,1,1,em_casa,outro,outro,mae,2,1,0,no,no,no,yes,yes,yes,yes,yes,4,2,2,4,3,2,0,13,12,14
462,Escola2,F,15,R,GT3,T,1,1,em_casa,em_casa,curso preferido,pai,3,2,0,no,yes,no,no,yes,yes,no,no,4,2,1,1,2,2,0,13,14,14
463,Escola2,F,15,R,LE3,T,2,2,outro,outro,outro,pai,1,3,0,yes,yes,no,no,yes,yes,no,no,4,4,3,2,2,5,2,14,11,12
464,Escola2,M,16,R,GT3,T,1,1,em_casa,outro,outro,pai,2,1,0,no,no,no,yes,yes,yes,no,no,3,4,4,3,4,5,6,11,11,11
465,Escola2,F,18,U,GT3,T,1,2,outro,outro,curso preferido,pai,1,2,1,no,yes,no,yes,yes,yes,yes,yes,3,4,4,2,3,5,9,9,8,8
466,Escola2,M,15,U,GT3,T,3,1,outro,servicos,proximidade,mae,2,1,0,no,yes,no,no,yes,yes,no,no,3,2,3,1,3,4,0,10,9,11
467,Escola2,F,16,R,GT3,T,2,2,outro,servicos,curso preferido,pai,3,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,1,2,1,14,13,14
468,Escola2,M,15,U,GT3,T,2,2,saude,outro,reputacao,mae,3,1,0,no,no,no,no,yes,yes,no,no,4,3,3,1,2,4,1,13,12,13
469,Escola2,M,16,U,GT3,T,4,4,outro,professor,curso preferido,pai,1,2,0,no,yes,no,yes,yes,yes,no,yes,4,3,1,1,1,3,0,13,12,13
470,Escola2,F,15,R,GT3,T,3,3,servicos,outro,reputacao,mae,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,5,4,1,1,1,4,13,12,12
471,Escola2,F,16,R,GT3,T,2,2,em_casa,outro,curso preferido,mae,2,2,1,no,yes,no,yes,no,yes,no,no,4,4,4,2,3,5,2,12,11,12
472,Escola2,F,16,R,LE3,T,2,2,outro,outro,proximidade,pai,3,1,0,no,yes,no,yes,yes,yes,no,yes,4,3,2,1,1,4,0,14,14,16
473,Escola2,M,16,U,LE3,T,2,1,em_casa,servicos,curso preferido,mae,2,1,0,no,yes,no,yes,yes,yes,yes,no,2,4,3,2,3,4,4,10,8,10
474,Escola2,M,15,R,LE3,T,1,3,em_casa,outro,reputacao,pai,3,1,0,no,yes,no,yes,yes,yes,yes,no,4,2,4,3,5,3,2,10,11,11
475,Escola2,F,15,U,GT3,T,2,2,outro,servicos,curso preferido,mae,2,3,0,no,yes,no,yes,yes,yes,no,no,5,3,2,1,1,4,0,12,13,14
476,Escola2,F,16,R,LE3,T,2,1,outro,outro,proximidade,mae,1,1,0,no,yes,no,no,yes,yes,yes,yes,5,4,3,1,1,5,2,10,8,8
477,Escola2,M,15,U,GT3,T,3,3,servicos,servicos,curso preferido,pai,2,1,0,no,yes,no,yes,no,yes,yes,no,4,3,3,2,4,3,11,12,10,11
478,Escola2,F,16,R,GT3,T,1,1,em_casa,outro,curso preferido,pai,2,2,3,yes,yes,no,no,yes,yes,no,no,3,4,3,1,1,1,0,7,7,8
479,Escola2,F,17,U,GT3,T,2,2,outro,em_casa,curso preferido,mae,1,1,0,no,yes,no,yes,yes,no,no,no,4,5,3,1,1,5,4,9,9,10
480,Escola2,F,19,U,GT3,T,2,3,em_casa,servicos,curso preferido,outro,1,1,1,no,no,no,no,yes,no,yes,yes,4,4,4,1,1,2,0,9,9,10
481,Escola2,F,17,R,GT3,T,2,1,em_casa,outro,curso preferido,mae,3,1,0,no,yes,no,yes,yes,no,no,yes,5,5,3,1,1,3,2,9,10,11
482,Escola2,F,15,R,LE3,T,1,1,em_casa,outro,curso preferido,mae,2,1,0,no,yes,no,no,yes,no,no,yes,5,2,1,1,3,4,0,9,10,9
483,Escola2,F,16,R,GT3,T,2,2,outro,outro,curso preferido,pai,3,2,0,no,yes,no,no,yes,no,yes,no,3,4,5,1,2,1,1,9,10,11
484,Escola2,F,16,U,LE3,A,2,2,outro,outro,proximidade,mae,1,1,0,no,yes,no,no,yes,no,no,no,4,3,4,1,2,1,6,7,7,8
485,Escola2,F,17,R,GT3,T,2,2,em_casa,outro,curso preferido,mae,2,2,0,no,yes,no,no,yes,yes,yes,no,4,3,5,1,2,4,0,11,10,11
486,Escola2,F,16,U,GT3,T,2,2,outro,servicos,curso preferido,pai,1,1,1,no,yes,yes,yes,no,yes,yes,no,4,4,3,1,4,3,1,9,10,10
487,Escola2,F,18,R,LE3,A,3,2,outro,outro,curso preferido,outro,2,3,2,no,yes,no,no,no,no,no,yes,3,3,2,1,1,2,6,7,9,10
488,Escola2,F,19,U,GT3,T,1,1,em_casa,servicos,curso preferido,mae,1,3,1,no,no,no,yes,yes,no,no,yes,5,3,1,1,1,3,6,7,9,9
489,Escola2,M,18,R,GT3,T,1,1,outro,outro,proximidade,mae,2,1,1,no,no,no,yes,yes,no,yes,no,4,4,3,3,4,4,0,8,9,10
490,Escola2,F,18,R,GT3,T,1,1,em_casa,em_casa,curso preferido,mae,2,1,1,no,no,no,no,no,no,yes,yes,3,2,3,1,1,2,4,9,11,10
491,Escola2,F,19,U,GT3,T,1,1,outro,outro,curso preferido,outro,2,2,1,no,yes,no,no,yes,yes,yes,yes,1,1,4,4,1,1,12,7,8,9
492,Escola2,F,16,R,GT3,A,2,2,saude,outro,curso preferido,mae,1,2,0,no,no,no,no,no,yes,no,yes,3,3,2,1,1,3,2,8,10,10
493,Escola2,F,17,U,GT3,T,0,1,outro,em_casa,curso preferido,pai,2,1,0,no,no,no,yes,no,yes,no,no,2,4,4,3,5,5,5,9,9,10
494,Escola2,F,16,R,LE3,T,1,2,em_casa,outro,curso preferido,mae,1,2,0,no,no,no,yes,yes,no,yes,no,4,4,5,1,3,3,0,8,9,9
495,Escola2,F,16,U,GT3,T,3,3,outro,outro,reputacao,mae,1,1,0,no,no,no,yes,yes,no,yes,yes,4,5,4,1,1,4,0,14,13,13
496,Escola2,F,16,R,LE3,T,1,1,servicos,servicos,proximidade,mae,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,4,4,2,2,4,2,14,14,14
497,Escola2,M,17,U,GT3,T,3,3,servicos,em_casa,curso preferido,mae,2,4,1,no,yes,yes,yes,yes,yes,no,no,5,4,5,3,4,5,0,10,11,10
498,Escola2,F,16,U,GT3,T,2,1,outro,servicos,curso preferido,mae,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,1,0,14,13,14
499,Escola2,F,16,U,GT3,T,2,2,servicos,outro,curso preferido,mae,1,1,0,no,yes,yes,yes,yes,yes,no,yes,4,2,5,1,2,5,0,17,16,16
500,Escola2,M,17,U,GT3,T,1,2,outro,outro,curso preferido,pai,1,1,1,no,yes,no,yes,yes,no,yes,yes,5,3,5,5,5,1,12,6,7,7
501,Escola2,M,16,U,LE3,T,4,3,outro,outro,curso preferido,pai,1,1,0,no,no,no,yes,yes,yes,yes,no,4,2,5,1,5,5,8,14,12,13
502,Escola2,M,17,R,LE3,T,2,2,servicos,servicos,outro,mae,3,4,1,no,yes,no,no,yes,yes,no,no,1,3,5,3,5,3,2,10,8,9
503,Escola2,F,16,U,GT3,T,1,1,outro,outro,curso preferido,outro,1,4,0,yes,yes,no,yes,yes,yes,yes,no,2,2,1,1,1,5,0,14,14,14
504,Escola2,F,19,U,LE3,T,2,2,outro,outro,proximidade,mae,1,3,0,no,no,no,no,yes,yes,yes,yes,5,4,5,1,1,1,0,12,13,13
505,Escola2,F,17,R,GT3,T,1,1,em_casa,outro,reputacao,mae,2,1,0,no,yes,no,yes,no,yes,yes,yes,4,4,5,1,2,5,0,11,11,11
506,Escola2,F,20,U,GT3,T,3,3,em_casa,servicos,outro,mae,2,2,1,no,no,no,yes,yes,yes,yes,yes,3,3,4,2,4,3,8,11,9,10
507,Escola2,F,17,U,LE3,T,1,1,outro,servicos,curso preferido,pai,1,3,0,no,yes,no,no,yes,yes,no,yes,4,3,3,1,1,3,0,11,11,10
508,Escola2,M,17,R,GT3,T,2,2,outro,outro,curso preferido,mae,3,1,1,no,yes,no,no,no,yes,yes,no,4,4,5,1,2,5,0,10,9,9
509,Escola2,F,16,R,LE3,T,1,1,em_casa,outro,curso preferido,pai,3,2,0,no,yes,no,no,yes,yes,no,no,5,3,2,1,1,1,0,16,17,18
510,Escola2,F,17,R,GT3,T,2,2,outro,outro,reputacao,mae,2,2,0,no,yes,no,yes,yes,yes,no,no,5,3,2,1,1,1,0,15,17,17
511,Escola2,F,17,U,GT3,A,1,0,outro,outro,outro,mae,2,2,0,no,no,no,no,yes,yes,yes,yes,4,4,5,1,1,4,1,11,9,10
512,Escola2,F,18,R,GT3,T,1,1,em_casa,outro,outro,mae,1,2,1,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,1,5,9,7,7,7
513,Escola2,F,16,U,GT3,T,3,1,outro,outro,curso preferido,mae,1,1,0,no,no,no,yes,yes,yes,yes,no,3,1,3,1,3,1,0,8,6,8
514,Escola2,F,16,U,GT3,T,3,2,servicos,em_casa,curso preferido,mae,1,1,0,no,no,no,no,yes,yes,yes,no,3,1,3,1,4,3,2,7,6,7
515,Escola2,F,18,U,LE3,T,1,1,outro,em_casa,reputacao,mae,2,2,0,yes,no,no,no,yes,yes,no,no,2,3,5,1,4,3,8,9,8,10
516,Escola2,F,16,R,GT3,T,4,4,saude,professor,reputacao,pai,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,3,2,3,2,0,14,16,16
517,Escola2,F,16,R,LE3,T,1,2,outro,outro,reputacao,mae,2,1,0,no,no,no,yes,yes,yes,yes,no,5,4,5,1,4,2,0,14,14,15
518,Escola2,F,18,U,GT3,A,2,4,outro,servicos,reputacao,pai,1,2,1,no,yes,no,no,yes,yes,yes,no,2,3,2,1,3,1,8,8,5,8
519,Escola2,M,16,R,GT3,T,2,1,outro,servicos,reputacao,mae,2,2,0,no,no,no,yes,yes,yes,yes,no,5,2,1,1,1,2,0,8,7,0
520,Escola2,F,16,U,LE3,T,1,1,em_casa,outro,outro,mae,3,2,0,no,yes,no,no,yes,yes,yes,no,4,3,2,1,3,5,6,6,8,8
521,Escola2,F,16,R,GT3,T,2,3,em_casa,servicos,outro,mae,2,2,0,no,yes,no,yes,yes,yes,yes,no,3,3,3,1,1,2,0,8,10,10
522,Escola2,F,16,U,GT3,T,4,4,saude,saude,curso preferido,mae,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,4,1,2,3,4,8,8,8
523,Escola2,M,18,U,LE3,T,4,4,em_casa,saude,proximidade,mae,1,4,0,no,yes,no,yes,yes,no,yes,yes,5,5,5,5,5,5,2,5,6,6
524,Escola2,F,16,R,LE3,T,3,4,em_casa,outro,outro,mae,3,2,0,no,yes,no,no,no,yes,no,no,4,2,1,1,1,2,2,7,9,8
525,Escola2,M,17,U,LE3,T,4,4,outro,servicos,proximidade,mae,1,3,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,2,5,0,15,14,16
526,Escola2,F,17,R,GT3,T,4,1,outro,outro,outro,mae,1,1,0,no,no,no,no,yes,yes,yes,yes,4,2,3,1,2,5,1,13,14,14
527,Escola2,M,16,U,LE3,T,2,2,servicos,servicos,outro,mae,4,3,0,no,no,no,no,yes,yes,no,no,5,1,3,2,2,3,0,10,9,10
528,Escola2,F,17,R,GT3,T,2,2,em_casa,outro,outro,mae,1,1,0,no,yes,yes,no,yes,yes,yes,no,5,1,3,1,2,5,5,9,9,9
529,Escola2,F,16,U,LE3,T,4,4,servicos,servicos,outro,pai,2,1,0,no,yes,no,no,yes,yes,no,no,5,1,3,1,2,5,1,11,11,11
530,Escola2,M,17,U,GT3,T,3,3,servicos,servicos,proximidade,mae,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,1,4,5,5,3,8,7,10,9
531,Escola2,M,17,U,GT3,T,1,1,em_casa,servicos,outro,mae,3,2,0,no,no,no,no,yes,yes,yes,yes,5,1,3,3,3,1,0,10,10,10
532,Escola2,M,16,U,GT3,T,2,1,saude,servicos,outro,mae,2,2,0,no,no,no,no,no,yes,yes,yes,4,2,2,1,4,5,2,9,7,8
533,Escola2,F,16,U,LE3,T,2,1,outro,servicos,outro,mae,1,2,0,no,no,no,no,yes,yes,yes,yes,3,2,2,1,1,3,0,14,15,16
534,Escola2,M,16,U,LE3,T,4,4,professor,saude,outro,pai,1,1,0,no,yes,no,no,yes,yes,yes,no,4,1,2,2,5,5,0,11,12,12
535,Escola2,M,15,R,GT3,T,1,2,outro,servicos,curso preferido,mae,3,2,0,no,yes,no,yes,yes,yes,no,no,5,5,5,1,3,5,11,9,11,10
536,Escola2,M,15,U,LE3,A,2,2,outro,outro,reputacao,mae,3,4,0,no,yes,no,yes,yes,yes,no,no,5,4,5,2,3,5,8,13,14,14
537,Escola2,M,15,U,LE3,A,2,1,servicos,servicos,curso preferido,mae,1,1,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,2,5,11,12,13,12
538,Escola2,F,16,R,LE3,T,2,2,outro,outro,curso preferido,mae,1,3,0,no,yes,no,no,no,yes,no,yes,4,3,3,2,2,5,2,11,11,11
539,Escola2,F,16,U,LE3,T,4,1,outro,outro,proximidade,mae,2,2,0,no,yes,no,yes,yes,yes,yes,no,1,2,4,2,2,1,8,9,10,10
540,Escola2,F,17,U,GT3,T,3,2,em_casa,outro,proximidade,mae,2,1,0,no,no,no,no,yes,yes,no,yes,4,3,3,2,2,1,5,9,11,11
541,Escola2,F,17,R,GT3,T,2,2,outro,outro,outro,mae,2,2,0,yes,no,yes,no,yes,yes,no,no,5,1,3,1,1,5,0,11,9,11
542,Escola2,F,16,U,GT3,T,4,4,professor,servicos,curso preferido,mae,2,3,0,no,yes,no,no,yes,yes,yes,yes,5,3,5,1,4,5,1,10,11,12
543,Escola2,M,17,R,GT3,T,4,4,saude,outro,curso preferido,pai,3,1,3,no,no,no,yes,yes,yes,yes,yes,3,3,3,1,3,5,2,9,9,8
544,Escola2,M,17,R,LE3,T,1,3,outro,outro,curso preferido,pai,2,1,0,no,no,no,yes,yes,yes,no,yes,5,1,2,3,3,5,2,12,11,12
545,Escola2,M,17,U,GT3,T,3,4,servicos,outro,outro,mae,1,2,1,no,yes,no,yes,no,yes,yes,yes,5,4,4,3,4,5,8,8,9,8
546,Escola2,F,17,U,GT3,T,4,4,saude,saude,curso preferido,pai,1,2,0,no,yes,no,no,yes,yes,yes,no,5,2,5,1,1,5,0,13,15,16
547,Escola2,M,16,R,LE3,T,4,1,outro,em_casa,outro,pai,1,1,0,no,no,no,no,yes,yes,yes,no,4,1,2,2,1,2,0,10,11,11
548,Escola2,F,17,U,GT3,A,1,1,em_casa,em_casa,outro,mae,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,5,5,1,2,3,2,11,10,11
549,Escola2,F,17,R,GT3,T,4,2,outro,outro,curso preferido,mae,2,2,0,yes,yes,no,no,no,yes,yes,no,4,3,3,2,3,5,0,17,18,18
550,Escola2,M,16,U,LE3,A,2,2,outro,servicos,curso preferido,pai,2,2,0,no,yes,no,no,no,yes,yes,yes,4,1,2,2,2,5,0,12,13,13
551,Escola2,M,17,U,GT3,T,3,2,outro,outro,outro,pai,2,2,0,no,yes,yes,no,yes,yes,yes,no,4,1,2,2,2,1,0,13,14,13
552,Escola2,M,19,U,GT3,T,1,1,outro,outro,outro,mae,1,2,2,no,yes,no,yes,yes,no,yes,no,4,4,3,3,4,4,2,9,9,10
553,Escola2,M,17,U,LE3,A,1,0,outro,outro,proximidade,mae,1,1,0,no,no,no,no,yes,yes,no,yes,4,1,2,1,1,5,4,11,11,12
554,Escola2,F,17,R,GT3,T,1,1,em_casa,em_casa,curso preferido,pai,2,1,0,no,yes,no,yes,yes,no,yes,yes,3,5,5,2,2,4,3,10,11,10
555,Escola2,F,16,R,GT3,T,1,2,outro,outro,proximidade,pai,1,3,0,yes,yes,no,no,no,yes,yes,yes,4,3,4,1,1,3,5,13,14,13
556,Escola2,M,16,R,LE3,T,1,2,outro,em_casa,curso preferido,mae,1,1,0,no,no,no,no,yes,yes,no,no,4,4,4,2,4,5,4,9,10,11
557,Escola2,F,17,R,GT3,T,3,1,outro,outro,curso preferido,mae,2,2,3,no,yes,no,yes,no,yes,yes,yes,5,4,4,1,1,5,2,7,9,10
558,Escola2,M,17,R,GT3,T,2,2,outro,outro,curso preferido,mae,2,1,0,no,no,no,yes,yes,no,no,yes,5,5,5,3,5,5,0,8,13,10
559,Escola2,M,18,R,GT3,T,1,0,em_casa,em_casa,curso preferido,outro,3,1,1,yes,yes,no,no,yes,yes,no,no,4,3,2,1,1,4,0,12,12,13
560,Escola2,M,17,R,GT3,T,1,1,outro,servicos,curso preferido,mae,2,1,0,no,yes,no,yes,no,yes,yes,yes,4,5,5,1,3,2,0,10,9,10
561,Escola2,M,18,U,LE3,T,1,1,em_casa,em_casa,curso preferido,mae,2,2,0,no,yes,no,yes,yes,yes,no,no,4,3,3,1,4,5,6,10,9,10
562,Escola2,F,16,R,LE3,T,2,2,outro,servicos,curso preferido,pai,1,2,0,no,no,no,yes,yes,yes,no,yes,5,4,3,1,1,1,0,11,13,12
563,Escola2,M,17,U,GT3,T,2,2,outro,outro,curso preferido,mae,1,1,1,no,no,no,yes,yes,yes,no,yes,1,2,1,2,3,5,0,7,0,0
564,Escola2,M,16,R,GT3,T,3,2,servicos,outro,curso preferido,pai,2,1,0,no,no,no,no,yes,yes,yes,no,4,5,5,2,3,5,2,11,9,10
565,Escola2,M,16,R,LE3,T,1,1,em_casa,outro,curso preferido,mae,2,1,0,no,no,no,yes,yes,yes,yes,no,4,5,5,2,4,5,0,10,10,9
566,Escola2,M,18,R,GT3,T,1,1,servicos,outro,curso preferido,outro,2,1,1,no,yes,no,no,yes,no,yes,yes,5,3,3,2,3,5,2,9,7,9
567,Escola2,M,18,R,GT3,T,3,2,servicos,outro,curso preferido,mae,1,1,1,no,no,no,no,yes,no,yes,no,2,3,1,2,2,5,0,4,0,0
568,Escola2,M,19,U,GT3,T,3,2,em_casa,servicos,curso preferido,mae,2,1,3,no,no,no,yes,yes,yes,no,no,3,2,1,1,1,3,4,6,11,9
569,Escola2,M,18,U,GT3,T,3,3,em_casa,em_casa,curso preferido,mae,1,2,2,no,yes,no,yes,yes,no,yes,no,4,4,5,1,3,3,9,4,8,8
570,Escola2,M,16,R,GT3,T,2,2,servicos,servicos,curso preferido,mae,2,1,0,no,yes,no,yes,yes,yes,yes,yes,5,4,3,2,4,4,6,7,8,8
571,Escola2,M,19,U,GT3,T,2,1,em_casa,outro,curso preferido,outro,2,1,3,no,no,no,yes,no,no,yes,yes,4,4,3,1,3,5,4,8,9,9
572,Escola2,F,16,U,GT3,A,3,2,servicos,em_casa,curso preferido,mae,2,2,2,no,yes,no,yes,yes,yes,no,yes,2,5,5,1,1,1,8,5,5,7
573,Escola2,F,17,U,GT3,T,1,1,outro,em_casa,curso preferido,mae,1,1,0,no,yes,no,yes,yes,yes,no,no,4,3,2,1,2,5,9,7,9,10
574,Escola2,M,20,R,GT3,T,1,1,outro,outro,curso preferido,outro,2,1,1,no,yes,no,no,yes,no,yes,yes,4,4,3,2,4,4,12,8,11,10
575,Escola2,F,18,R,GT3,A,4,3,servicos,servicos,curso preferido,mae,1,1,0,no,yes,no,no,yes,yes,yes,no,5,4,4,3,4,2,8,10,11,10
576,Escola2,M,18,R,GT3,T,3,2,outro,outro,curso preferido,mae,2,1,0,no,yes,no,no,no,yes,yes,no,2,5,5,5,5,5,8,9,10,11
577,Escola2,M,19,R,GT3,T,1,1,outro,servicos,proximidade,outro,3,2,1,no,no,no,no,yes,yes,yes,no,5,4,4,3,3,2,8,10,9,11
578,Escola2,M,17,U,GT3,T,3,3,saude,outro,curso preferido,mae,2,2,1,no,yes,no,no,yes,yes,yes,no,4,5,4,2,3,3,4,8,9,10
